4.4964609,8.5396578,1.5597606
4.2990251,8.5457281,1.5647821
4.1003353,8.5353351,1.6842425
3.902272,8.5002629,1.8068938
3.7127014,8.4428291,1.9223367
3.5299158,8.3638123,2.0348916
3.3568425,8.2648521,2.1451035
3.1955703,8.1477024,2.2523131
3.0475342,8.0143423,2.3548809
2.9134958,7.8669938,2.450699
2.7934857,7.7079939,2.5377449
2.6868372,7.5396074,2.6144616
2.5923216,7.3638862,2.6798728
2.5083248,7.1826298,2.7334888
2.4332172,6.9979923,2.7750315
2.3648471,6.8111019,2.8047026
2.3008004,6.6222431,2.8225476
2.2389142,6.4324495,2.8282036
2.1769373,6.2428108,2.8210792
2.1123972,6.0541956,2.8003415
2.0425438,5.8673349,2.7647494
1.9646804,5.6838642,2.7129101
1.8759731,5.5056307,2.6437077
1.7736356,5.3346975,2.5579886
1.6562058,5.1741913,2.4610085
1.5236061,5.0261961,2.360953
1.3765342,4.8917251,2.2626037
1.2169762,4.7717686,2.1693675
1.0488203,4.6673567,2.0853894
0.87157,4.5757656,2.0125825
0.6877949,4.495299,1.9573207
0.5024067,4.4242759,1.91844
0.313294,4.3587029,1.8927012
0.123556,4.2971587,1.8778875
-0.0674248,4.2373039,1.8725886
-0.2576134,4.1778843,1.8761502
-0.4477317,4.1167877,1.8889397
-0.6373104,4.0520655,1.9126019
-0.8231399,3.9823648,1.9490609
-1.0060014,3.9045056,2.0002447
-1.1853505,3.8151137,2.0691037
-1.3562343,3.7125438,2.1569933
-1.5158049,3.5941172,2.26487
-1.6603473,3.4579245,2.3907519
-1.7856998,3.3037368,2.5285373
-1.8884183,3.133428,2.6688474
-1.966861,2.950483,2.8025267
-2.0213807,2.7588974,2.9239061
-2.0536771,2.5622527,3.0314759
-2.0659514,2.3633262,3.1266016
-2.0602925,2.1641043,-3.0711553
-2.038351,1.9659558,-2.9923022
-2.0012161,1.7698672,-2.9168766
-1.9494441,1.5767835,-2.8423942
-1.883448,1.3880749,-2.7678187
-1.8041001,1.2061343,-2.6927243
-1.7110655,1.0299307,-2.6198294
-1.6066977,0.8611234,-2.5612284
-1.4950983,0.696294,-2.5350696
-1.3796672,0.5342523,-2.5070492
-1.2583749,0.3770076,-2.4589731
-1.1274779,0.2256303,-2.3967544
-0.9880004,0.0841835,-2.3290974
-0.8388321,-0.0475797,-2.259417
-0.6805318,-0.1688319,-2.18951
-0.5141279,-0.2788069,-2.1203198
-0.3406124,-0.3771398,-2.0527027
-0.1609677,-0.4636107,-1.9862996
0.0239148,-0.5380518,-1.9211944
0.2131607,-0.6005094,-1.8584897
0.4058672,-0.6513137,-1.7993626
0.6011731,-0.691095,-1.7450052
0.7983206,-0.7207844,-1.6965363
0.9967017,-0.7415044,-1.6541105
1.1958572,-0.7541809,-1.6149529
1.3950181,-0.7591453,-1.5763643
1.594127,-0.7563489,-1.5369894
1.7930997,-0.7456158,-1.4967032
1.9915859,-0.726797,-1.4557362
2.1892235,-0.6998039,-1.4143098
2.3855041,-0.6646349,-1.3726632
2.5798871,-0.6213778,-1.3310115
2.7724292,-0.570036,-1.2894441
2.9627805,-0.5107291,-1.2481354
3.1506088,-0.4436227,-1.2072467
3.3353542,-0.3690302,-1.1669691
3.5169876,-0.2871103,-1.127355
3.6953503,-0.1980873,-1.0884999
3.8702059,-0.1022535,-1.0505082
4.0412656,2.51E-05,-1.0134821
4.2084655,0.1084777,-0.9774527
4.3717514,0.2228266,-0.9424668
4.5310005,0.3427267,-0.9085847
4.6861471,0.4678484,-0.875848
4.8372195,0.5979203,-0.8442669
4.984182,0.7326021,-0.8138831
5.1270303,0.8715587,-0.7847333
5.265865,1.0145426,-0.7568292
5.4008082,1.1613261,-0.7301752
5.5318471,1.3115219,-0.704809
5.659091,1.4648602,-0.6807328
5.7827085,1.6211434,-0.6579171
5.9028775,1.7802001,-0.6363144
6.0196289,1.9416786,-0.6158745
6.1331346,2.1054403,-0.5964715
6.2435705,2.2714113,-0.5779041
6.3508668,2.4392173,-0.5599549
6.4551797,2.6089077,-0.5424468
6.5566421,2.7806001,-0.5249122
6.654947,2.9541434,-0.5054717
6.7495311,3.1294967,-0.4833806
6.8399626,3.3069993,-0.4585615
6.9257887,3.4869433,-0.431095
7.0064378,3.6693678,-0.4009891
7.0812362,3.8540176,-0.3683471
7.1497602,4.0411861,-0.3331431
7.2114333,4.2307862,-0.2954028
7.265657,4.4225998,-0.2551762
7.3118812,4.616506,-0.212452
7.3495411,4.8122793,-0.1672289
7.378062,5.0095121,-0.1195703
7.3969146,5.2078961,-0.0695231
7.4055842,5.4071241,-0.0170907
7.4035803,5.6064343,0.0375631
7.3904922,5.8051894,0.0943151
7.3659216,6.0029708,0.1532415
7.3295138,6.1990282,0.214277
7.2810697,6.3923389,0.2770852
7.2204875,6.5820726,0.3412872
7.1477198,6.7675658,0.4065512
7.0628563,6.9480446,0.4725728
6.9662834,7.1224387,0.5388968
6.8584281,7.2899555,0.6051805
6.739849,7.4498269,0.6711417
6.6106743,7.6019322,0.736883
6.4718046,7.7452592,0.8022335
6.3239694,7.8791756,0.8672441
6.1678919,8.003115,0.932136
6.0042747,8.1165313,0.9973264
5.8337369,8.218877,1.0634919
5.6563915,8.3097149,1.1318103
5.4730412,8.387976,1.2036492
5.2844019,8.4523791,1.2811017
5.0898278,8.5014863,1.3678567
4.8925001,8.5322773,1.4663438
4.6936483,8.5425869,1.5695324
4.4964609,8.5396578,1.5597606
4.4964609,8.5396578,1.5597606
