1.276461, 0.523213, 0.518215, 0.000000
1.272600, 0.520982, 0.517631, 0.000000
1.280284, 0.518302, 0.517746, 0.000000
1.279319, 0.520455, 0.519154, 0.000000
1.275307, 0.520751, 0.517084, 0.000000
1.275672, 0.521018, 0.518359, 0.000000
1.279012, 0.519511, 0.518457, 0.000000
1.279195, 0.518119, 0.519759, 0.000000
1.282099, 0.516863, 0.519097, 0.000000
1.276529, 0.518312, 0.520394, 0.000000
1.280933, 0.519818, 0.518114, 0.000000
1.280129, 0.522564, 0.517588, 0.000000
1.279729, 0.520301, 0.519301, 0.000000
1.279870, 0.517983, 0.519879, 0.000000
1.279816, 0.516888, 0.519311, 0.000000
1.282045, 0.513312, 0.521695, 0.000000
1.280610, 0.516498, 0.518771, 0.000000
1.276640, 0.521029, 0.517482, 0.000000
1.275234, 0.521282, 0.518017, 0.000000
1.275503, 0.521898, 0.517364, 0.000000
1.277657, 0.521707, 0.516444, 0.000000
1.279807, 0.520418, 0.518468, 0.000000
1.280983, 0.516864, 0.518481, 0.000000
1.282046, 0.518400, 0.519716, 0.000000
1.280999, 0.519282, 0.517848, 0.000000
1.285717, 0.516658, 0.521582, 0.000000
1.279936, 0.521316, 0.518316, 0.000000
1.276592, 0.519414, 0.518214, 0.000000
1.271750, 0.520619, 0.517711, 0.000000
1.272885, 0.521224, 0.518030, 0.000000
1.277930, 0.519554, 0.518787, 0.000000
1.278945, 0.518618, 0.518707, 0.000000
1.274769, 0.519338, 0.517990, 0.000000
1.270636, 0.518912, 0.517021, 0.000000
1.271735, 0.519894, 0.517578, 0.000000
1.272549, 0.519287, 0.519085, 0.000000
1.277013, 0.517932, 0.519598, 0.000000
1.268429, 0.519799, 0.517595, 0.000000
1.271902, 0.517807, 0.518048, 0.000000
1.277148, 0.519237, 0.518943, 0.000000
1.278490, 0.517719, 0.517721, 0.000000
1.275579, 0.516660, 0.519258, 0.000000
1.276158, 0.515321, 0.518875, 0.000000
1.276105, 0.517140, 0.519602, 0.000000
1.275540, 0.517059, 0.518522, 0.000000
1.272821, 0.518950, 0.519073, 0.000000
1.273904, 0.516682, 0.518380, 0.000000
1.272764, 0.517283, 0.517286, 0.000000
1.270636, 0.519978, 0.516080, 0.000000
1.270506, 0.519497, 0.517277, 0.000000
1.278681, 0.520784, 0.518590, 0.054875
1.276684, 0.517112, 0.518060, 0.065500
1.279259, 0.517812, 0.519087, 0.000000
1.276704, 0.516206, 0.518976, 0.000000
1.276448, 0.519222, 0.520590, 0.000000
1.283334, 0.520209, 0.519281, 0.052125
1.277582, 0.521659, 0.517768, 0.062750
1.281391, 0.522273, 0.518339, 0.000000
1.296073, 0.534583, 0.517032, 0.000000
1.314810, 0.544534, 0.517048, 0.000000
1.329056, 0.553017, 0.516295, 0.000000
1.340127, 0.559643, 0.518059, 0.059625
1.350025, 0.563295, 0.519685, 0.000000
1.346295, 0.567075, 0.518118, 0.000000
1.345974, 0.571749, 0.507287, 0.065500
1.333972, 0.573136, 0.505431, 0.000000
1.324614, 0.571751, 0.504439, 0.000000
1.318621, 0.570078, 0.504097, 0.061625
1.326623, 0.571163, 0.505046, 0.160750
1.333516, 0.575397, 0.505549, 0.278125
1.341200, 0.573259, 0.505393, 0.352875
1.340336, 0.576065, 0.504517, 0.428250
1.372469, 0.592616, 0.502343, 0.509625
1.402011, 0.608285, 0.501677, 0.601500
1.410522, 0.607486, 0.501689, 0.640500
1.461575, 0.636516, 0.500015, 0.712375
1.491938, 0.651514, 0.500408, 0.769250
1.538405, 0.679077, 0.499875, 0.807000
1.569770, 0.696774, 0.499704, 0.835750
1.592284, 0.700551, 0.499041, 0.856375
1.624607, 0.716098, 0.494796, 0.870875
1.664741, 0.738401, 0.495037, 0.894375
1.691682, 0.745382, 0.493214, 0.912625
1.746940, 0.780612, 0.487676, 0.916625
1.771500, 0.795082, 0.485689, 0.939500
1.808372, 0.808049, 0.484857, 0.942500
1.850347, 0.836200, 0.480361, 0.948625
1.898745, 0.866550, 0.477495, 0.972375
1.939953, 0.889622, 0.476522, 0.978250
1.955860, 0.900032, 0.474838, 0.966250
2.025447, 0.930657, 0.472289, 0.988125
2.097167, 0.963766, 0.471249, 0.980125
2.151094, 0.989332, 0.472878, 0.983500
2.187398, 1.002601, 0.473588, 0.998000
2.247635, 1.032292, 0.474950, 0.996500
2.303548, 1.058829, 0.477239, 0.998375
2.328360, 1.078610, 0.476814, 0.985125
2.373814, 1.101820, 0.478918, 0.986875
2.412332, 1.118173, 0.481180, 0.985750
2.459017, 1.141416, 0.481504, 0.988750
2.524632, 1.170467, 0.487547, 0.990375
2.567785, 1.181794, 0.492312, 0.989750
2.593432, 1.193336, 0.492834, 0.990500
2.599871, 1.212603, 0.480170, 0.988375
2.625373, 1.240364, 0.470170, 1.000000
2.656906, 1.258686, 0.466353, 1.001000
2.673878, 1.273226, 0.463901, 0.987500
2.722953, 1.301550, 0.460837, 1.001125
2.728186, 1.308641, 0.458276, 1.001500
2.759373, 1.319588, 0.456849, 1.003000
2.770466, 1.321764, 0.455351, 0.989750
2.804008, 1.335559, 0.453730, 0.988625
2.806808, 1.338794, 0.453145, 1.001750
2.852147, 1.363805, 0.444510, 0.987875
2.883924, 1.373207, 0.446915, 0.989875
2.902975, 1.382009, 0.446312, 1.004250
2.960067, 1.406903, 0.442545, 1.001875
3.027899, 1.434959, 0.442040, 1.002000
3.091970, 1.465743, 0.442513, 0.988625
3.138335, 1.486844, 0.442142, 0.989125
3.170865, 1.500757, 0.440819, 1.002250
3.208999, 1.525433, 0.440589, 1.001500
3.257968, 1.549352, 0.440965, 1.002250
3.298244, 1.569803, 0.440624, 1.005500
3.325258, 1.582812, 0.440019, 0.992250
3.355545, 1.597997, 0.442145, 0.989250
3.391776, 1.611548, 0.441008, 0.990375
3.415270, 1.622444, 0.441451, 1.003875
